iter	Passed	Remaining
194	511	2111
195	511	2100
196	512	2089
197	513	2078
198	513	2067
199	514	2056
200	514	2046
201	519	2051
202	520	2041
203	520	2031
204	521	2021
205	521	2010
206	522	2000
207	522	1991
208	523	1981
209	524	1971
210	524	1962
211	525	1952
212	525	1942
213	526	1933
214	527	1924
215	527	1915
216	528	1906
217	528	1896
218	529	1887
219	529	1878
220	534	1885
221	536	1879
222	537	1873
223	538	1865
224	540	1861
225	543	1861
226	545	1855
227	545	1847
228	550	1852
229	551	1845
230	551	1836
231	552	1830
232	553	1822
233	554	1814
234	555	1807
235	555	1799
236	556	1791
237	557	1784
238	557	1776
239	558	1768
240	559	1763
241	560	1755
242	561	1748
243	565	1753
244	566	1746
245	567	1738
246	568	1731
247	568	1724
248	569	1717
249	570	1710
250	570	1703
251	571	1696
252	572	1689
253	572	1682
254	573	1675
255	574	1668
256	574	1661
257	575	1654
258	575	1647
259	576	1640
260	577	1636
261	578	1630
262	579	1624
263	580	1617
264	581	1611
265	581	1605
266	582	1599
267	583	1592
268	583	1586
269	584	1579
270	584	1573
271	585	1567
272	586	1560
273	586	1554
274	587	1548
275	588	1542
276	592	1547
277	593	1541
278	594	1535
279	594	1529
280	595	1523
281	596	1519
282	597	1513
283	597	1507
284	598	1501
285	599	1495
286	599	1489
287	600	1484
288	600	1478
289	601	1472
290	602	1466
291	602	1461
292	608	1468
293	609	1463
294	610	1457
295	610	1452
296	611	1447
297	612	1442
298	613	1437
299	613	1432
300	614	1427
301	615	1421
302	615	1416
303	616	1411
304	616	1405
305	617	1400
306	618	1395
307	623	1401
308	624	1396
309	625	1391
310	626	1386
311	626	1382
312	627	1377
313	628	1372
314	628	1367
315	629	1362
316	630	1357
317	630	1352
318	631	1348
319	632	1343
320	632	1338
321	633	1333
322	638	1339
323	639	1334
324	640	1330
325	641	1325
326	641	1321
327	642	1316
328	643	1312
329	643	1307
330	644	1302
331	645	1298
332	645	1293
333	646	1289
334	647	1284
335	647	1280
336	648	1275
337	648	1270
338	650	1267
339	650	1263
340	651	1259
341	652	1254
342	652	1250
343	653	1246
344	654	1242
345	655	1238
346	655	1234
347	656	1230
348	657	1226
349	658	1222
350	659	1218
351	664	1222
352	665	1219
353	666	1215
354	666	1211
355	667	1207
356	668	1203
357	669	1200
358	669	1196
359	670	1191
360	671	1187
361	671	1183
362	672	1179
363	672	1175
364	673	1171
365	674	1167
366	674	1163
367	679	1166
368	680	1163
369	680	1159
370	681	1155
371	682	1151
372	682	1147
373	683	1144
374	684	1140
375	684	1136
376	685	1132
377	686	1129
378	686	1125
379	687	1121
380	688	1117
381	688	1114
382	689	1110
383	689	1106
384	695	1110
385	696	1107
386	696	1103
387	697	1099
388	697	1096
389	698	1092
390	698	1088
391	699	1085
392	700	1081
393	700	1078
394	701	1074
395	702	1070
396	702	1067
397	703	1063
398	703	1060
399	704	1056
400	705	1053
401	710	1056
402	711	1053
403	711	1050
404	712	1046
405	712	1043
406	713	1039
407	714	1036
408	714	1033
409	715	1029
410	716	1026
411	716	1022
412	717	1019
413	717	1016
414	718	1012
415	719	1009
416	719	1006
417	720	1002
418	724	1005
419	725	1002
420	726	998
421	726	995
422	727	992
423	728	989
424	728	985
425	729	982
426	730	979
427	730	976
428	731	973
429	731	970
430	732	966
431	733	963
432	733	960
433	734	957
434	734	954
435	735	951
436	740	954
437	741	951
438	741	948
439	742	944
440	743	942
441	743	939
442	744	935
443	744	932
444	745	929
445	746	926
446	746	923
447	747	921
448	748	918
449	748	915
450	749	912
451	749	909
452	750	906
453	751	903
454	755	904
455	756	902
456	757	899
457	757	896
458	758	894
459	759	891
460	760	889
461	761	886
462	761	883
463	762	880
464	762	877
465	763	874
466	763	871
467	764	869
468	765	866
469	765	863
470	770	865
471	771	862
472	771	859
473	772	857
474	772	854
475	773	851
476	774	848
477	774	846
478	775	843
479	776	840
480	776	838
481	777	835
482	778	832
483	778	830
484	779	827
485	779	824
486	780	822
487	781	819
488	785	820
489	786	818
490	787	816
491	788	813
492	788	811
493	789	808
494	790	806
495	790	803
496	791	800
497	791	798
498	792	795
499	793	793
500	793	790
501	794	788
502	795	785
503	795	782
504	796	780
505	800	781
506	801	779
507	802	776
508	802	774
509	803	771
510	804	769
511	804	766
512	805	764
513	806	762
514	806	759
515	807	757
516	807	754
517	808	752
518	809	749
519	809	747
520	810	744
521	810	742
522	811	740
523	812	738
524	813	735
525	813	733
526	814	731
527	815	728
528	815	726
529	816	723
530	816	721
531	817	719
532	818	716
533	818	714
534	819	712
535	819	709
536	820	707
537	821	705
538	821	702
539	822	700
540	822	698
541	823	695
542	828	697
543	828	694
544	829	692
545	830	690
546	830	687
547	831	685
548	831	683
549	832	681
550	833	678
551	833	676
552	834	674
553	834	672
554	835	669
555	836	667
556	836	665
557	837	663
558	838	661
559	838	658
560	843	660
561	844	658
562	845	656
563	845	653
564	846	651
565	846	649
566	847	647
567	848	645
568	848	642
569	849	640
570	849	638
571	850	636
572	851	634
573	851	632
574	852	630
575	852	627
576	853	625
577	854	623
578	855	621
579	856	619
580	856	617
581	857	615
582	858	613
583	859	612
584	860	610
585	860	608
586	861	606
587	861	603
588	862	601
589	863	599
590	863	597
591	864	595
592	864	593
593	865	591
594	869	592
595	870	590
596	871	588
597	872	586
598	872	584
599	873	582
600	873	580
601	874	578
602	874	576
603	875	574
604	876	572
605	877	570
606	877	568
607	878	566
608	878	564
609	879	562
610	879	560
611	880	558
612	884	558
613	885	556
614	886	554
615	886	552
616	887	550
617	887	548
618	888	546
619	889	544
620	889	542
621	890	541
622	890	539
623	891	537
624	892	535
625	892	533
626	893	531
627	893	529
628	894	527
629	895	525
630	895	523
631	900	524
632	901	522
633	901	520
634	902	518
635	903	516
636	903	515
637	904	513
638	905	511
639	905	509
640	906	507
641	906	505
642	907	503
643	907	501
644	908	500
645	909	498
646	909	496
647	910	494
648	911	492
649	915	493
650	916	491
651	917	489
652	917	487
653	918	485
654	919	484
655	919	482
656	920	480
657	921	478
658	921	476
659	922	475
660	922	473
661	923	471
662	924	469
663	924	467
664	925	466
665	925	464
666	926	462
667	930	462
668	930	460
669	931	458
670	932	457
671	932	455
672	933	453
673	934	451
674	934	450
675	935	448
676	935	446
677	936	444
678	937	443
679	937	441
680	938	439
681	938	437
682	939	436
683	940	434
684	941	432
685	945	432
686	946	431
687	947	429
688	948	428
689	949	426
690	949	424
691	951	423
692	952	421
693	952	420
694	953	418
695	953	416
696	954	415
697	955	413
698	955	411
699	956	409
700	960	409
701	961	408
702	961	406
703	962	404
704	963	402
705	963	401
706	964	399
707	964	397
708	965	396
709	966	394
710	966	392
711	967	391
712	967	389
713	968	388
714	969	386
715	970	384
716	970	383
717	971	381
718	976	381
719	977	379
720	977	378
721	978	376
722	979	375
723	979	373
724	980	372
725	981	370
726	982	368
727	982	367
728	983	365
729	984	364
730	986	362
731	987	361
732	991	361
733	992	359
734	993	358
735	994	356
736	994	354
737	995	353
738	996	351
739	997	350
740	997	348
741	998	347
742	999	345
743	1000	344
744	1000	342
745	1001	340
746	1002	339
747	1006	339
748	1007	337
749	1008	336
750	1008	334
751	1009	332
752	1010	331
753	1010	329
754	1011	328
755	1012	326
756	1013	325
757	1014	323
758	1015	322
759	1016	320
760	1017	319
761	1017	317
762	1018	316
763	1019	315
764	1020	313
765	1021	312
766	1022	310
767	1023	309
768	1024	307
769	1025	306
770	1025	304
771	1026	303
772	1027	301
773	1027	300
774	1028	298
775	1032	298
776	1034	296
777	1035	295
778	1036	293
779	1036	292
780	1038	291
781	1039	289
782	1040	288
783	1040	286
784	1041	285
785	1042	283
786	1043	282
787	1043	280
788	1044	279
789	1049	278
790	1049	277
791	1050	275
792	1051	274
793	1052	272
794	1052	271
795	1053	270
796	1054	268
797	1055	267
798	1056	265
799	1056	264
800	1057	262
801	1058	261
802	1058	259
803	1059	258
804	1064	257
805	1065	256
806	1065	254
807	1066	253
808	1067	252
809	1068	250
810	1068	249
811	1069	247
812	1070	246
813	1071	244
814	1071	243
815	1072	241
816	1073	240
817	1073	238
818	1074	237
819	1079	236
820	1079	235
821	1080	233
822	1081	232
823	1081	231
824	1082	229
825	1083	228
826	1083	226
827	1084	225
828	1085	223
829	1085	222
830	1086	220
831	1086	219
832	1087	218
833	1088	216
834	1088	215
835	1089	213
836	1089	212
837	1094	211
838	1094	210
839	1095	208
840	1096	207
841	1097	205
842	1097	204
843	1098	203
844	1099	201
845	1099	200
846	1100	198
847	1101	197
848	1101	195
849	1102	194
850	1102	193
851	1107	192
852	1108	191
853	1109	189
854	1109	188
855	1110	186
856	1111	185
857	1111	183
858	1112	182
859	1113	181
860	1113	179
861	1114	178
862	1114	176
863	1115	175
864	1115	174
865	1116	172
866	1117	171
867	1117	169
868	1122	169
869	1122	167
870	1123	166
871	1124	165
872	1124	163
873	1125	162
874	1125	160
875	1126	159
876	1127	158
877	1127	156
878	1128	155
879	1128	153
880	1129	152
881	1130	151
882	1130	149
883	1131	148
884	1131	147
885	1132	145
886	1133	144
887	1134	143
888	1135	141
889	1136	140
890	1136	139
891	1137	137
892	1138	136
893	1139	135
894	1140	133
895	1141	132
896	1141	131
897	1142	129
898	1143	128
899	1143	127
900	1144	125
901	1144	124
902	1146	123
903	1147	121
904	1148	120
905	1148	119
906	1149	117
907	1150	116
908	1150	115
909	1151	113
910	1151	112
911	1152	111
912	1153	109
913	1153	108
914	1154	107
915	1154	105
916	1155	104
917	1156	103
918	1156	101
919	1160	100
920	1161	99
921	1162	98
922	1163	97
923	1163	95
924	1164	94
925	1165	93
926	1166	91
927	1166	90
928	1167	89
929	1168	87
930	1168	86
931	1169	85
932	1170	84
933	1170	82
934	1171	81
935	1171	80
936	1176	79
937	1177	77
938	1177	76
939	1178	75
940	1179	73
941	1179	72
942	1180	71
943	1180	70
944	1181	68
945	1182	67
946	1182	66
947	1183	64
948	1183	63
949	1184	62
950	1185	61
951	1185	59
952	1186	58
953	1186	57
954	1191	56
955	1192	54
956	1192	53
957	1193	52
958	1194	51
959	1194	49
960	1195	48
961	1195	47
962	1196	45
963	1197	44
964	1197	43
965	1198	42
966	1198	40
967	1199	39
968	1200	38
969	1200	37
970	1201	35
971	1202	34
972	1204	33
973	1206	32
974	1206	30
975	1207	29
976	1208	28
977	1208	27
978	1209	25
979	1210	24
980	1210	23
981	1211	22
982	1211	20
983	1212	19
984	1213	18
985	1213	17
986	1214	15
987	1214	14
988	1215	13
989	1216	12
990	1216	11
991	1221	9
992	1222	8
993	1222	7
994	1223	6
995	1224	4
996	1224	3
997	1226	2
998	1226	1
999	1227	0
